orden,sitios,codigo,fecha,año,campaña,tem_agua,tem_aire,od,ph,olores,color,espumas,mat_susp,colif_fecales_ufc_100ml,escher_coli_ufc_100ml,enteroc_ufc_100ml,nitrato_mg_l,nh4_mg_l,p_total_l_mg_l,fosf_ortofos_mg_l,dbo_mg_l,dqo_mg_l,turbiedad_ntu,hidr_deriv_petr_ug_l,cr_total_mg_l,cd_total_mg_l,clorofila_a_ug_l,microcistina_ug_l,ica,calidad_de_agua,gobierno_local,sitio,latitud,longitud,Poblacion_partido,Personas_con_cloacas,Actividad_principal,"Agricultura, ganadería, caza y silvicultura",Pesca explotación de criaderos de peces y granjas piscícolas y servicios conexos,Explotación de minas y canteras,Industria Manufacturera,"Electricidad, gas y agua",Construcción,Servicios
22.0,Cuatro bocas- desembocadura del Riachuelo,AC001,45623,2024.0,primavera,25.3,18.0,0.5,7.2,Ausente,Presencia,Ausente,Presencia,no se analizó,no se analizó,no se analizó,2.0,3.5,no se analizó,no se analizó,no se analizó,no se analizó,11.5,<0.10,no se analizó,no se analizó,15.0,<0.15,56,Muy deteriorada,,,,,,,,,,,,,,
24.0,Polo Petroquímico Dock Sud,AV051,8/4/2024,2024.0,verano,22,20,4.9,7.55,Ausente,Ausente,Ausente,Ausente,2100,1900,290,5.1,0.43,0.26,s/i,7,s/i,71.2,<0.10,s/i,s/i,<10.00,<0.15,51,Muy deteriorada,,,,,,,,,,,,,,
24.0,Polo Petroquímico Dock Sud,AV051,45623,2024.0,primavera,25.8,18.0,1.1,7.4,Ausente,Ausente,Ausente,Ausente,no se analizó,no se analizó,no se analizó,2.5,1.2,no se analizó,no se analizó,no se analizó,no se analizó,34.1,<0.10,no se analizó,no se analizó,<10.00,<0.15,74,Deteriorada,,,,,,,,,,,,,,
25.0,Arroyo Sarandí,AV052,8/4/2024,2024.0,verano,22,20,3.62,7.45,Ausente,Presencia,Ausente,Presencia,1700,1200,320,5.5,0.64,0.27,s/i,s/i,s/i,62.5,<0.10,s/i,s/i,<10.00,<0.15,41,Extremadamente deteriorada,,,,,,,,,,,,,,
25.0,Arroyo Sarandí,AV052,45623,2024.0,primavera,26.2,18.0,0.3,7.3,Ausente,Presencia,Ausente,Presencia,no se analizó,no se analizó,no se analizó,<1.00,1.0,no se analizó,no se analizó,no se analizó,no se analizó,42.0,<0.10,no se analizó,no se analizó,<10.00,<0.15,55,Muy deteriorada,,,,,,,,,,,,,,
27.0,Arroyo Santo Domingo,AV053,8/4/2024,2024.0,verano,22,20,3.96,7.6,Ausente,Ausente,Ausente,Ausente,1600,1300,130,5.6,1.06,0.32,s/i,s/i,s/i,82.4,<0.10,s/i,s/i,<10.00,<0.15,48,Muy deteriorada,Avellaneda,Arroyo Santo Domingo,-34.662.789,-58.296.669,367.554,289.059,"""Producción de electricidad, gas y agua""",3.0,3.0,3.0,2.0,1.0,5.0,6.0
27.0,Arroyo Santo Domingo,AV053,45623,2024.0,primavera,25.2,19.0,0.5,7.3,Ausente,Ausente,Ausente,Ausente,,120000,1400,1.4,1.2,1.1,,10.0,no se analizó,30.7,<0.10,no se analizó,no se analizó,31.0,<0.15,36,Extremadamente deteriorada,Avellaneda,Arroyo Santo Domingo,-34.662.789,-58.296.669,367.554,289.059,"""Producción de electricidad, gas y agua""",3.0,3.0,3.0,2.0,1.0,5.0,6.0
23.0,Escollera de Propaneros,AV054,8/4/2024,2024.0,verano,23,20,4.05,7.57,Ausente,Ausente,Ausente,Ausente,3000,2000,410,5.1,0.88,0.38,s/i,s/i,s/i,78.3,<0.10,s/i,s/i,<10.00,<0.15,44,Extremadamente deteriorada,Avellaneda,Escollera de propaneros,-34.63,-58.328.339,367.554,289.059,"""Producción de electricidad, gas y agua""",3.0,3.0,3.0,2.0,1.0,5.0,6.0
23.0,Escollera de Propaneros,AV054,45623,2024.0,primavera,25.9,18.0,1.6,7.4,Ausente,Ausente,Ausente,Ausente,no se analizó,no se analizó,no se analizó,3.6,1.7,no se analizó,no se analizó,no se analizó,no se analizó,32.8,<0.10,no se analizó,no se analizó,16.0,<0.15,75,Deteriorada,Avellaneda,Escollera de propaneros,-34.63,-58.328.339,367.554,289.059,"""Producción de electricidad, gas y agua""",3.0,3.0,3.0,2.0,1.0,5.0,6.0
26.0,Costa de Villa Domínico,AV055,8/4/2024,2024.0,verano,23,20,4.02,7.64,Ausente,Ausente,Ausente,Ausente,1500,1400,230,5.2,0.76,0.32,s/i,5,s/i,64.1,<0.10,s/i,s/i,<10.00,<0.15,49,Muy deteriorada,,,,,,,,,,,,,,
26.0,Costa de Villa Domínico,AV055,45623,2024.0,primavera,25.5,19.0,0.3,7.3,Ausente,Presencia,Ausente,Ausente,no se analizó,no se analizó,no se analizó,<1.00,0.8,no se analizó,no se analizó,no se analizó,no se analizó,62.3,<0.10,no se analizó,no se analizó,<10.00,<0.15,60,Muy deteriorada,,,,,,,,,,,,,,
41.0,Playa La Bagliardi,BS091,8/4/2024,2024.0,verano,23,22,8.16,8.08,Ausencia,Ausencia,Ausencia,Ausencia,95000,76000,1500,4.6,1.43,0.76,s/i,s/i,s/i,72,<0.10,s/i,s/i,<10.00,0.16,36,Extremadamente deteriorada,Berisso,Playa La Bagliardi,-34.873.061,-57.810.561,100.930,47.630,"""Industria Manufacturera""",,,,,,,
41.0,Playa La Bagliardi,BS091,45628,2024.0,primavera,21.7,19.0,8.8,8.5,Ausencia,Ausencia,Ausencia,Ausencia,no se analizó,no se analizó,no se analizó,3.9,0.2,no se analizó,no se analizó,no se analizó,no se analizó,199.0,<0.10,no se analizó,no se analizó,<10.00,<0.15,86,Levemente deteriorada,Berisso,Playa La Bagliardi,-34.873.061,-57.810.561,100.930,47.630,"""Industria Manufacturera""",,,,,,,
39.0,Balneario Palo Blanco,BS092,8/4/2024,2024.0,verano,22,22,8.4,8.29,Ausencia,Ausencia,Ausencia,Presencia,23000,20000,4000,6.2,0.99,0.7,s/i,10,s/i,56.2,<0.10,s/i,s/i,10.3,<0.15,36,Extremadamente deteriorada,Berisso,Balneario Palo Blanco,-34.855.808,-57.838.144,100.930,47.630,"""Industria Manufacturera""",,,,,,,
39.0,Balneario Palo Blanco,BS092,45628,2024.0,primavera,20.0,19.0,7.3,8.0,Ausencia,Ausencia,Ausencia,Ausencia,no se analizó,no se analizó,no se analizó,4.1,2.3,no se analizó,no se analizó,no se analizó,no se analizó,122.0,<0.10,no se analizó,no se analizó,<10.00,0.3,76,Deteriorada,Berisso,Balneario Palo Blanco,-34.855.808,-57.838.144,100.930,47.630,"""Industria Manufacturera""",,,,,,,
43.0,Playa La Balandra,BS093,8/4/2024,2024.0,verano,25,24,8.47,8.7,Ausencia,Ausencia,Presencia,Ausencia,300,100,20,3.8,<0.01,0.4,s/i,s/i,s/i,66,<0.10,s/i,s/i,32.7,<0.15,62,Muy deteriorada,,,,,,,,,,,,,,
43.0,Playa La Balandra,BS093,45628,2024.0,primavera,22.1,19.0,9.1,8.5,Ausencia,Ausencia,Ausencia,Ausencia,no se analizó,1300,400,3.4,<0.01,no se analizó,no se analizó,no se analizó,no se analizó,221.0,<0.10,no se analizó,no se analizó,<10.00,<0.15,56,Muy deteriorada,,,,,,,,,,,,,,
42.0,Balneario Municipal,BS094,8/4/2024,2024.0,verano,27,23,8.16,8.18,Ausencia,Ausencia,Presencia,Ausencia,700,400,30,4.3,<0.01,0.44,s/i,s/i,s/i,66,<0.10,s/i,s/i,21.8,<0.15,59,Muy deteriorada,,,,,,,,,,,,,,
42.0,Balneario Municipal,BS094,45628,2024.0,primavera,21.6,19.0,9.0,8.6,Ausencia,Ausencia,Ausencia,Ausencia,no se analizó,no se analizó,no se analizó,3.7,<0.01,no se analizó,no se analizó,no se analizó,no se analizó,193.0,<0.10,no se analizó,no se analizó,<10.00,<0.15,80,Levemente deteriorada,,,,,,,,,,,,,,
40.0,Diagonal 66 (descarga cloaca),BS095,12/4/2024,2024.0,verano,19,19,7.69,8.26,presencia,ausente,ausencia,presencia,180000,100000,30000,,,0.56,s/i,s/i,s/i,s/i,s/i,s/i,s/i,,,27,Extremadamente deteriorada,,,,,,,,,,,,,,
40.0,Diagonal 66 (descarga cloaca),BS095,45628,2024.0,primavera,22.2,19.0,8.4,8.6,presencia,presencia,Ausencia,presencia,no se analizó,no se analizó,no se analizó,3.4,0.5,no se analizó,no se analizó,no se analizó,no se analizó,191.0,<0.10,no se analizó,no se analizó,<10.00,<0.15,62,Muy deteriorada,,,,,,,,,,,,,,
32.0,Puerto Trinidad calle 47,BZ077,8/4/2024,2024.0,verano,s/i,21,s/i,s/i,Ausencia,Ausencia,Ausencia,Ausencia,650,400,10,8.4,<0.01,0.42,s/i,6,s/i,69.2,<0.10,s/i,s/i,17.9,<0.15,59,Muy deteriorada,,,,,,,,,,,,,,
32.0,Puerto Trinidad calle 47,BZ077,no se muestreó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0,Calle 14 y Costa - Salida cloaca,BZ078,8/4/2024,2024.0,verano,s/i,20,s/i,s/i,Ausencia,Ausencia,Ausencia,Ausencia,12000,9000,400,6.9,0.36,s/i,s/i,s/i,s/i,59.4,<0.10,s/i,s/i,25.6,<0.15,41,Extremadamente deteriorada,Berazategui,Calle 14 y costa - salida cloaca,-34.744.169,-58.177.231,358.712,267.760,"""Agricultura, ganadería, caza y silvicultura""",1.0,2.0,0.0,7.0,6.0,6.0,3.0
31.0,Calle 14 y Costa - Salida cloaca,BZ078,no se muestreó,,,,,,,,,,,,,,,,,,,,,,,,,,,,Berazategui,Calle 14 y costa - salida cloaca,-34.744.169,-58.177.231,358.712,267.760,"""Agricultura, ganadería, caza y silvicultura""",1.0,2.0,0.0,7.0,6.0,6.0,3.0
33.0,Costanera Hudson Calle 63,BZ080,8/4/2024,2024.0,verano,s/i,22,s/i,s/i,Ausencia,Ausencia,Ausencia,Ausencia,800,500,80,6.6,<0.01,0.54,s/i,s/i,s/i,63.9,<0.10,s/i,s/i,20.5,<0.15,51,Muy deteriorada,Berazategui,Costanera Hudson calle 63,-34.753,-58.108.281,358.712,267.760,"""Agricultura, ganadería, caza y silvicultura""",1.0,2.0,0.0,7.0,6.0,6.0,3.0
33.0,Costanera Hudson Calle 63,BZ080,45623,2024.0,primavera,,22.2,,,Ausencia,Ausencia,Ausencia,Ausencia,no se analizó,2400,500,5.7,0.1,0.6,no se analizó,2.0,no se analizó,56.2,<0.10,no se analizó,no se analizó,15.0,<0.15,48,Muy deteriorada,Berazategui,Costanera Hudson calle 63,-34.753,-58.108.281,358.712,267.760,"""Agricultura, ganadería, caza y silvicultura""",1.0,2.0,0.0,7.0,6.0,6.0,3.0
,,CA CU01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CABA,Reserva ecológica ciudad universitaria costanera norte,-34.535.878,-58.445.933,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
,,CA CU02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CABA,Reserva ciudad universitaria: boca de entrada al humedal  desembocadura arroyo white,-34.537.272,-58.448.339,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
,,CA CU03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CABA,Reserva ciudad universitaria: marisma canal de marea principal,-34.538.686,-58.445.589,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
,,CA CU04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CABA,Reserva ciudad universitaria: humedal central   planicie de marea,-34.539.667,-58.443.781,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
,,CA CU05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CABA,Reserva ciudad universitaria: dique sur subsistema laguna,-34.540.675,-584.419,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
18.0,Parque de los Niños,CA041,8/4/2024,2024.0,verano,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,,,,,,,,,,,,,,
18.0,Parque de los Niños,CA041,no se muestreó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0,Costanera Norte - Espigón Abanico,CA044,8/4/2024,2024.0,verano,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,CABA,Costanera norte espigón abanico,-34.547.089,-58.430.231,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
19.0,Costanera Norte - Espigón Abanico,CA044,no se muestreó,,,,,,,,,,,,,,,,,,,,,,,,,,,,CABA,Costanera norte espigón abanico,-34.547.089,-58.430.231,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
20.0,Club de Pescadores,CA046,8/4/2024,2024.0,verano,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,CABA,Club de pescadores,-34.563.231,-58.404.119,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
20.0,Club de Pescadores,CA046,no se muestreó,,,,,,,,,,,,,,,,,,,,,,,,,,,,CABA,Club de pescadores,-34.563.231,-58.404.119,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
21.0,Reserva Ecológica Costanera Sur - Playita,CA047,8/4/2024,2024.0,verano,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,s/i,CABA,Reserva ecológica costanera sur playita,-34.612.761,-58.340.611,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
21.0,Reserva Ecológica Costanera Sur - Playita,CA047,no se muestreó,,,,,,,,,,,,,,,,,,,,,,,,,,,,CABA,Reserva ecológica costanera sur playita,-34.612.761,-58.340.611,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
,,EN AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ensenada,Boca cerrada (res. extra nat. punta Lara),-34.781.253,-58.008.481,63.997,37.375,"""siderúrgica y refineria de petroleo""",,,,,,,
34.0,Boca Cerrada (Res.Nat. Punta Lara),EN-adic,8/4/2024,2024.0,verano,s/i,20,s/i,s/i,Ausencia,Ausencia,Ausencia,Ausencia,300,200,50,7.4,<0.01,0.53,s/i,s/i,s/i,68.1,<0.10,s/i,s/i,<10.00,<0.15,54,Muy deteriorada,,,,,,,,,,,,,,
34.0,Boca Cerrada (Res.Nat. Punta Lara),EN-adic,45623,2024.0,primavera,,,,,Ausencia,Ausencia,Ausencia,Ausencia,no se analizó,no se analizó,no se analizó,1.2,<0.01,no se analizó,no se analizó,no se analizó,no se analizó,18.0,<0.10,no se analizó,no se analizó,<10.00,<0.15,91,Levemente deteriorada,,,,,,,,,,,,,,
35.0,Camping Eva Perón,EN081,8/4/2024,2024.0,verano,22,24,8.74,8.34,Ausencia,Ausencia,Ausencia,Ausencia,1500,800,170,7,<0.01,0.49,s/i,2,s/i,80.5,<0.10,s/i,s/i,10.9,<0.15,55,Muy deteriorada,Ensenada,Camping Eva Perón,-34.820.711,-57.965.319,63.997,37.375,"""siderúrgica y refineria de petroleo""",,,,,,,
35.0,Camping Eva Perón,EN081,45623,2024.0,primavera,23.7,,7.6,,Ausencia,Ausencia,Ausencia,Ausencia,no se analizó,1600,350,6.4,<0.01,0.5,no se analizó,<2,no se analizó,73.6,<0.10,no se analizó,no se analizó,<10.00,<0.15,62,Muy deteriorada,Ensenada,Camping Eva Perón,-34.820.711,-57.965.319,63.997,37.375,"""siderúrgica y refineria de petroleo""",,,,,,,
36.0,Toma de agua Club de Pesca,EN082,8/4/2024,2024.0,verano,22,24,6.45,8.11,Ausencia,Ausencia,Ausencia,Ausencia,600,400,80,7.2,<0.01,0.43,s/i,s/i,s/i,180,<0.10,s/i,s/i,<10.00,<0.15,55,Muy deteriorada,,,,,,,,,,,,,,
36.0,Toma de agua Club de Pesca,EN082,45623,2024.0,primavera,24.7,,4.7,,Ausencia,Ausencia,Ausencia,Ausencia,no se analizó,no se analizó,no se analizó,6.6,<0.01,no se analizó,no se analizó,no se analizó,no se analizó,31.0,<0.10,no se analizó,no se analizó,<10.00,0.2,86,Levemente deteriorada,,,,,,,,,,,,,,
37.0,Arroyo El Gato,EN083,8/4/2024,2024.0,verano,21,24,1.31,7.79,Ausencia,Ausencia,Ausencia,Ausencia,20000,14000,300,4.2,3.18,0.21,s/i,19,s/i,52.5,<0.10,s/i,s/i,15.4,<0.15,35,Extremadamente deteriorada,,,,,,,,,,,,,,
37.0,Arroyo El Gato,EN083,45623,2024.0,primavera,24.4,,0.8,,Ausencia,Ausencia,Ausencia,Ausencia,no se analizó,no se analizó,no se analizó,1.4,4.5,no se analizó,no se analizó,no se analizó,no se analizó,17.1,<0.10,no se analizó,no se analizó,15.0,<0.15,63,Muy deteriorada,,,,,,,,,,,,,,
38.0,Ensenada Prefectura Isla Santiago,EN084,8/4/2024,2024.0,verano,21,24,4.24,7.87,Ausencia,Ausencia,Ausencia,Ausencia,300,230,85,8,0.09,0.27,s/i,<2,s/i,63.6,<0.10,s/i,s/i,<10.00,<0.15,63,Muy deteriorada,Ensenada,Ensenada prefectura isla Santiago,-34.833.911,-57.880.211,63.997,37.375,"""siderúrgica y refineria de petroleo""",,,,,,,
38.0,Ensenada Prefectura Isla Santiago,EN084,45623,2024.0,primavera,24.5,,6.6,,Ausencia,Ausencia,Ausencia,Ausencia,no se analizó,no se analizó,no se analizó,7.9,<0.01,no se analizó,no se analizó,no se analizó,no se analizó,40.2,<0.10,no se analizó,no se analizó,<10.00,<0.15,92,Levemente deteriorada,Ensenada,Ensenada prefectura isla Santiago,-34.833.911,-57.880.211,63.997,37.375,"""siderúrgica y refineria de petroleo""",,,,,,,
28.0,Espora 400 m,QU061,8/4/2024,2024.0,verano,22,21,s/i,7.47,Ausencia,Ausencia,Ausencia,Ausencia,1400,1200,80,5.5,0.48,0.32,s/i,s/i,s/i,97.2,<0.10,s/i,s/i,<10.00,<0.15,54,Muy deteriorada,Quilmes,Espora 400 m,-3.469.195,-58.253.889,633.391,469.008,Pesca explotación de criaderos de peces y granjas piscícolas y servicios conexos,5.0,1.0,0.0,3.0,2.0,2.0,2.0
28.0,Espora 400 m,QU061,45623,2024.0,primavera,22.6,23.0,8.5,8.3,Ausencia,Presencia,Ausencia,Presencia,no se analizó,no se analizó,no se analizó,6.1,0.1,no se analizó,no se analizó,no se analizó,no se analizó,5.3,<0.10,no se analizó,no se analizó,<10.00,<0.15,81,Levemente deteriorada,Quilmes,Espora 400 m,-3.469.195,-58.253.889,633.391,469.008,Pesca explotación de criaderos de peces y granjas piscícolas y servicios conexos,5.0,1.0,0.0,3.0,2.0,2.0,2.0
29.0,Náutico 400 m,QU062,8/4/2024,2024.0,verano,22,21,s/i,7.48,Ausencia,Ausencia,Ausencia,Ausencia,800,600,60,7.6,0.77,0.44,s/i,5,s/i,64.5,<0.10,s/i,s/i,<10.00,<0.15,54,Muy deteriorada,,,,,,,,,,,,,,
29.0,Náutico 400 m,QU062,45623,2024.0,primavera,22.6,23.0,8.5,8.2,Ausencia,Presencia,Ausencia,Presencia,no se analizó,no se analizó,no se analizó,11.6,0.1,no se analizó,no se analizó,no se analizó,no se analizó,87.8,<0.10,no se analizó,no se analizó,<10.00,0.5,81,Levemente deteriorada,,,,,,,,,,,,,,
30.0,Pejerrey Club 400 m,QU063,8/4/2024,2024.0,verano,22,21,s/i,7.57,Ausencia,Ausencia,Ausencia,Ausencia,1100,800,10,8.3,0.78,0.44,s/i,5,s/i,58,<0.10,s/i,s/i,10.3,<0.15,56,Muy deteriorada,,,,,,,,,,,,,,
30.0,Pejerrey Club 400 m,QU063,45623,2024.0,primavera,22.6,23.0,7.1,5.7,Ausencia,Presencia,Ausencia,Presencia,,6700,600,13.6,<0.01,0.4,no se analizó,4.0,no se analizó,44.2,<0.10,no se analizó,no se analizó,26.0,<0.15,41,Extremadamente deteriorada,,,,,,,,,,,,,,
10.0,Del Arca,SF015,8/4/2024,2024.0,verano,24,19,4.85,s/i,Ausencia,Ausencia,Ausencia,Presencia,9000,6000,800,2.5,0.37,0.23,s/i,5,s/i,139,<0.10,s/i,s/i,<10.00,0.58,36,Extremadamente deteriorada,San Fernando,Del arca,-34.438.919,-58.536.519,171.616,157.308,"""Actividad náutica""",2.0,7.0,0.0,5.0,7.0,7.0,5.0
10.0,Del Arca,SF015,45623,2024.0,primavera,25.4,23.0,1.9,7.4,Ausencia,Ausencia,Ausencia,Ausencia,no se analizó,no se analizó,no se analizó,2.0,2.1,no se analizó,no se analizó,no se analizó,no se analizó,12.6,<0.10,no se analizó,no se analizó,<10.00,<0.15,74,Deteriorada,San Fernando,Del arca,-34.438.919,-58.536.519,171.616,157.308,"""Actividad náutica""",2.0,7.0,0.0,5.0,7.0,7.0,5.0
11.0,Espigón La Farola,SI021,8/4/2024,2024.0,verano,24,20,3.19,6.82,Ausencia,Ausencia,Ausencia,Ausencia,900,800,140,3.4,0.53,0.18,s/i,s/i,s/i,63.1,<0.10,s/i,s/i,<10.00,<0.15,53,Muy deteriorada,,,,,,,,,,,,,,
11.0,Espigón La Farola,SI021,no se muestreó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,Reserva Ecológica,SI022,8/4/2024,2024.0,verano,23,19,6.14,7,Ausencia,Ausencia,Ausencia,Ausencia,3100,2700,340,4.4,0.4,0.29,s/i,3,s/i,75.4,<0.10,s/i,s/i,<10.00,<0.15,50,Muy deteriorada,San Isidro,Reserva ecológica,-34.465.281,-58.493.061,297.282,275.528,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",0.0,5.0,1.0,6.0,3.0,1.0,1.0
12.0,Reserva Ecológica,SI022,no se muestreó,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Isidro,Reserva ecológica,-34.465.281,-58.493.061,297.282,275.528,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",0.0,5.0,1.0,6.0,3.0,1.0,1.0
14.0,Perú Puente,SI023,8/4/2024,2024.0,verano,23,19,1.34,6.86,Presencia,Presencia,Ausencia,Presencia,62000,48000,4600,5,1.68,0.52,s/i,5,s/i,56.2,<0.10,s/i,s/i,<10.00,<0.15,27,Extremadamente deteriorada,San Isidro,Perú puente,-34.484.169,-5.847.945,297.282,275.528,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",0.0,5.0,1.0,6.0,3.0,1.0,1.0
14.0,Perú Puente,SI023,45623,2024.0,primavera,24.5,20.0,2.8,7.6,Ausencia,Ausencia,Ausencia,Ausencia,no se analizó,96000,15000,16.6,5.7,0.5,no se analizó,3.0,no se analizó,2.2,<0.10,no se analizó,no se analizó,<10.00,<0.15,36,,San Isidro,Perú puente,-34.484.169,-5.847.945,297.282,275.528,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",0.0,5.0,1.0,6.0,3.0,1.0,1.0
13.0,Playa Espigón de Pacheco,SI024,8/4/2024,2024.0,verano,23,21,8.14,7,Ausencia,Ausencia,Ausencia,Ausencia,5300,4500,540,6.8,0.16,0.17,s/i,3,s/i,20.9,<0.10,s/i,s/i,<10.00,<0.15,47,Muy deteriorada,,,,,,,,,,,,,,
13.0,Playa Espigón de Pacheco,SI024,45623,2024.0,primavera,24.5,20.0,7.7,8.0,Ausencia,Ausencia,Ausencia,Ausencia,no se analizó,no se analizó,no se analizó,7.3,0.3,no se analizó,no se analizó,no se analizó,no se analizó,27.9,<0.10,no se analizó,no se analizó,17.0,<0.15,93,Levemente deteriorada,,,,,,,,,,,,,,
1.0,Canal Villanueva y Río Luján,TI001,8/4/2024,2024.0,verano,23,24,3.58,6.81,Ausencia,Ausencia,Ausencia,Ausencia,640,380,180,<1.00,0.09,0.2,s/i,s/i,s/i,267,<0.10,s/i,s/i,<10.00,<0.15,54,Muy deteriorada,,,,,,,,,,,,,,
1.0,Canal Villanueva y Río Luján,TI001,no se muestreó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,Canal Aliviador y Río Lujan,TI002,8/4/2024,2024.0,verano,23,24,6.02,6.89,Ausencia,Ausencia,Ausencia,Ausencia,4600,4100,500,1.9,0.65,0.31,s/i,4,s/i,154,<0.10,s/i,s/i,<10.00,<0.15,42,Extremadamente deteriorada,,,,,,,,,,,,,,
3.0,Canal Aliviador y Río Lujan,TI002,no se muestreó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,Río Carapachay y Arroyo Gallo Fiambre,TI003,8/4/2024,2024.0,verano,22,24,4.05,6.86,Ausencia,Ausencia,Ausencia,Ausencia,1700,900,170,1.5,0.37,0.29,s/i,2,s/i,112,<0.10,s/i,s/i,<10.00,<0.15,51,Muy deteriorada,,,,,,,,,,,,,,
4.0,Río Carapachay y Arroyo Gallo Fiambre,TI003,45623,2024.0,primavera,24.9,23.0,2.6,6.8,Presencia,Ausente,Presencia,Ausente,no se analizó,5900,2300,<1.00,1.2,0.3,no se analizó,3.0,no se analizó,53.8,<0.10,no se analizó,no se analizó,<10.00,<0.15,38,Extremadamente deteriorada,,,,,,,,,,,,,,
5.0,Río Reconquista y Río Lujan,TI004,8/4/2024,2024.0,verano,22,23,2.97,6.81,Ausencia,Ausencia,Ausencia,Ausencia,15000,13000,1000,1.8,0.95,0.29,s/i,5,s/i,147,<0.10,s/i,s/i,<10.00,<0.15,35,Extremadamente deteriorada,Tigre,Canal Villanueva y río Luján,-34.408.061,-58.590.839,446.949,144.834,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
5.0,Río Reconquista y Río Lujan,TI004,no se muestreó,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tigre,Canal Villanueva y río Luján,-34.408.061,-58.590.839,446.949,144.834,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
6.0,Rio Tigre 100m antes del Rio Luján,TI005,8/4/2024,2024.0,verano,22,23,2.13,6.81,Ausencia,Ausencia,Ausencia,Ausencia,11000,7400,200,1.8,1.36,0.54,s/i,s/i,s/i,123,<0.10,s/i,s/i,<10.00,<0.15,35,Extremadamente deteriorada,,,,,,,,,,,,,,
6.0,Rio Tigre 100m antes del Rio Luján,TI005,45623,2024.0,primavera,25.7,23.0,0.8,6.6,Presencia,Presencia,Presencia,Ausente,no se analizó,no se analizó,no se analizó,1.1,3.9,no se analizó,no se analizó,no se analizó,no se analizó,19.4,<0.10,no se analizó,no se analizó,<10.00,<0.15,52,Muy deteriorada,,,,,,,,,,,,,,
2.0,Río Lujan y Arroyo Caraguatá,TI006,8/4/2024,2024.0,verano,23,24,4.67,6.84,Ausencia,Ausencia,Ausencia,Ausencia,2200,2000,100,1.8,0.24,0.23,s/i,s/i,s/i,126,<0.10,s/i,s/i,<10.00,<0.15,47,Muy deteriorada,Tigre,Río Luján y arroyo Caraguatá,-34.384.169,-58.632.511,446.949,144.834,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
